,astech-inc.|08:00:81
netezza|00:06:72
netfabric-corporation|00:12:1d
netflix,-inc.|00:1d:f2
netforyou-co.,-ltd.|00:11:6f
netgear|00:24:b2
netgear|00:26:f2
netgear|20:4e:7f
netgear|2c:b0:5d
netgear|30:46:9a
netgear|4c:60:de
netgear|74:44:01
netgear|84:1b:5e
netgear|a0:21:b7
netgear|c0:3f:0e
netgear|c4:3d:c7
netgear|e0:46:9a
netgear|e0:91:f5
netgear-inc|00:0f:b5
netgear-inc.|00:14:6c
netgear-inc.|00:18:4d
netgear-inc.|00:1b:2f
netgear-inc.|00:1e:2a
netgear-inc.|00:1f:33
netgear-inc.|00:22:3f
netgear,-inc.|00:09:5b
netgem|00:04:30
netgenetech.co.,ltd.|d8:c0:68
nethra-imaging-incorporated|50:25:2b
netics,-inc.|00:60:fd
netility|00:03:be
netio-technologies-co.,-ltd|00:1b:ec
netiverse,-inc.|00:30:a9
netkit-solutions,-llc|00:03:b8
netklass-technology-inc.|00:0e:a0
netline|00:10:9a
netlinks-co.,-ltd.|00:01:8b
netlogic-ab|18:b3:ba
netmedia,-inc.|00:03:75
netmodule-ag|00:11:2b
netmount|00:04:c7
netnearu-corporation|00:06:85
netopia,-inc.|00:0f:cc
netous-technologies,-ltd.|00:04:2e
netplat,inc.|00:11:0f
netpower-co.,-ltd.|00:07:97
netpower,-inc.|00:a0:04
netquest-corporation|00:20:1e
netrake-an-audiocodes-company|00:05:e7
netrix|00:c0:13
netro-corp.|00:60:40
netronics-technologies-inc.|80:86:98
netronix|00:00:14
netronix,-inc.|00:08:54
netronix,-inc.|00:e0:7d
netronome-systems,-inc.|00:15:4d
nets-technology-co.,-ltd.|00:05:37
netschools-corporation|00:10:3e
netscout-systems,-inc.|00:80:8c
netsec|00:02:db
netsensity,-inc.|00:01:b8
netspan-corporation|00:c0:12
netspect-technologies,-inc.|00:01:16
netspeed,-inc.|00:e0:d0
netstal-maschinen-ag|00:60:13
netstar|00:0f:38
netstar,-inc.|00:c0:80
netstreams,-llc|00:11:61
netsys-telecom|00:07:c2
nettalk.com,-inc.|00:25:f6
netup-inc.|00:24:20
neturity-technologies-inc.|00:13:66
netvantage|00:c0:ba
netview-technologies(shenzhen)-co.,-ltd|94:0b:2d
netvision-corporation|00:60:c3
netvox-technology-co.,-ltd.|00:13:7a
netwiz|00:c0:2e
network-alchemy,-inc.|00:50:5a
network-application-technology|00:00:a3
network-automation-mxc-ab|00:1b:40
network-chemistry,-inc|00:18:5b
network-communications-corp.|00:c0:f3
network-computing-devices|00:90:fc
network-computing-devices-inc.|00:00:a7
network-controls-int'natl-inc.|00:40:ed
network-critical-solutions-ltd|00:1d:ff
network-designers,-ltd.|00:00:ee
network-electronics|00:0d:39
network-elements,-inc.|00:02:1c
network-engines,-inc.|00:d0:a8
network-equipment-technologies|00:10:23
network-equipment-technologies|00:80:b2
network-equipment-technologies,-inc.|00:30:e1
network-express,-inc.|00:40:9a
network-general-corporation|00:00:65
network-general-corporation|00:00:a6
network-information-technology|00:c0:8e
network-interface-corporation|00:80:60
network-machines,-inc.|00:60:10
network-peripherals-inc.|00:80:d8
network-peripherals,-ltd.|00:c0:54
network-photonics,-inc.|00:05:0c
network-products|00:80:20
network-products-corporation|00:80:26
network-research-corporation|08:00:30
network-research-corporation|08:00:8c
network-resources-corporation|00:00:34
network-security-systems,-inc.|00:20:4e
network-services-group|00:a0:67
network-supply-corp.,|00:1f:db
network-systems-&-technologies-pvt.-ltd.|00:10:2e
network-systems-corp.|00:00:a9
network-systems-group,-ltd.-(nsg)|00:09:56
network-technologies-inc|00:0c:82
network-tools,-inc.|00:60:56
network-video-technologies,-inc|74:b0:0c
networkaccountant,-inc.|d8:b6:c1
networks-northwest,-inc.|00:c0:5b
networld,-inc.|00:80:43
networth-incorporated|00:00:79
networth-technologies,-inc.|00:b0:f5
netzerver-inc.|00:07:c0
neuberger-gebï¿œudeautomation-gmbh|d0:a3:11
neue-elsa-gmbh|00:0b:9f
neul-ltd|c8:a1:ba
neulion-incorporated|00:17:2f
neural-image.-co.-ltd.|00:1b:31
neuro-telecom-co.,-ltd.|00:07:da
neurocom-international,-inc.|00:0c:e4
neuron-company-limited|00:20:43
neuron-robotics|74:f7:26
neuronnet-co.-ltd.-r&d-center|00:06:8a
neuros-technology-international,-llc.|00:18:11
nevis-networks-inc.|00:15:75
new-business-division/rhea-information-co.,-ltd.|00:1c:80
new-concepts-development-corp.|00:23:a4
new-focus,-inc.|00:05:28
new-level-telecom-co.,-ltd.|00:1c:83
new-lift-neue-elektronische-wege-steuerungsbau-gmbh|1c:35:f1
new-media-corporation|00:c0:15
new-media-life|00:19:bd
new-pos-technology-limited|00:25:7e
new-sol-com|00:27:20
new-spin-golf,-llc.|dc:a8:cf
new-voice-international-ag|00:18:b8
new-york-air-brake-corp.|00:0e:75
newag-sa|80:76:93
newbest-development-limited|00:0d:42
newbury-networks,-inc.|00:1c:6e
newcotech,ltd|00:0e:b1
newer-technology|00:50:7e
newgen-systems-corp.|00:40:99
newisys,inc.|00:09:3d
newport-electronics|00:03:34
newport-networks|00:09:81
newport-systems-solutions|00:80:1c
newsoft-technology-corporation|00:15:73
newtec|00:06:39
newtech-co.,ltd|00:0b:5c
newtek-electronics-co.,-ltd.|4c:39:10
nex-g-systems-pte.ltd|00:0f:f1
nexans-deutschland-gmbh---ans|00:c0:29
nexcom-international-co.,-ltd.|00:10:f3
nexcomm-systems,-inc.|00:d0:84
nexg|00:1f:14
nexgen-city,-lp|00:0e:34
nexgen-mediatech-inc.|24:af:54
nexgen-storage|f4:94:61
nexo-communications,-inc.|00:50:00
nexql-corporation|00:12:24
nexsan-technologies,-ltd.|00:04:02
nexsi-corporation|00:04:03
next-generation-systems,-inc.|00:08:f0
next-level-communications|00:90:db
next-nets-corporation|00:d0:f7
next,-inc.|00:00:0f
nextbit-computing-pvt.-ltd.|bc:28:46
nextcell,-inc.|00:b0:db
nextcom-k.k.|00:40:b4
nextcomm,-inc.|00:01:a5
nextek,-inc.|00:25:91
nexterm-inc.|00:18:5e
nextest-communications-products,-inc.|00:60:f6
nexteye-co.,-ltd.|00:07:6a
nextgen-venturi-ltd|00:1c:81
nextgentel-holding-asa|00:11:d3
nextgig|00:08:e9
nextgtv|00:1d:13
nextio,-inc.|00:1f:af
nextlink-co.,-ltd.|00:0c:c5
nextnav,-llc|28:ba:18
nextnet-wireless,-inc.|00:03:d7
nextone-communications,-inc.|00:d0:ea
nextvision-sistemas-digitais-de-televisãæo-ltda.|00:1d:ee
nextwave-semiconductor|00:24:18
nexus-electronics|00:80:30
nexus-technologies|00:0f:aa
nexware-corp.|00:e0:dc
nf-corporation|00:14:ce
nfore-technology-inc.|00:17:53
nges-denro-systems|00:12:70
nhc-communications|00:a0:e5
nia-home-technologies-corp.|00:06:61
nice-systems|00:02:d6
nice-systems-ltd.|00:c0:da
nicetechvision|00:0b:98
nicety-technologies-inc.-(nts)|00:0f:5f
nicevt|00:15:d5
niceway-cnc-technology-co.,ltd.hunan-province|f4:55:e0
nichibei-denshi-co.,-ltd.|00:90:43
nicira-networks|00:23:20
nicolet-instruments-corp.|00:00:47
nicon-systems-(pty)-limited|00:03:6e
nicotra-sistemi-s.p.a|00:30:8a
nidec-copal-corporation|00:23:8f
nidec-sankyo-corporation|00:18:ad
nidek-co.,ltd|00:0b:f7
nihon-computer-co.,-ltd.|00:08:8e
nihon-data-systens,-inc.|00:19:a0
nihon-dengyo-kousaku|68:23:4b
nihon-kohden-america|00:a0:9a
nihon-mechatronics-co.,ltd.|00:0e:41
nihon-media-tool-inc.|00:90:3a
nihon-unisys-limited-co.|00:60:a2
niigata-develoment-center,-f.i.t.-co.,-ltd.|00:0a:d0
niigata-power-systems-co.,-ltd.|3c:6a:7d
niigata-seimitsu-co.,ltd.|00:0e:46
niikke-techno-system-co.-ltd|00:10:f8
nike,-inc.|9c:a1:34
nikko-denki-tsushin-company(ndtc)|00:1d:e8
niko-nv|00:11:2a
nikon-corporation|00:90:b5
niles-audio-corporation|00:13:51
nimble-microsystems,-inc.|00:30:9d
nimble-storage|6c:9c:e9
nimbus-inc.|80:64:59
ninelanes|00:0d:4d
ninetiles-networks,-ltd.|00:90:a8
ningbo-andy-optoelectronic-co.,-ltd.|00:26:d6
ningbo-bird-co.,ltd.|00:16:d9
ningbo-freewings-technologies-co.,ltd|a0:e9:db
ningbo-global-useful-electric-co.,ltd|28:06:1e
ningbo-yidong-electronic-co.,ltd.|00:17:8f
nintendo-co.,-ltd.|00:16:56
nintendo-co.,-ltd.|00:17:ab
nintendo-co.,-ltd.|00:19:fd
nintendo-co.,-ltd.|00:1a:e9
nintendo-co.,-ltd.|00:1b:7a
nintendo-co.,-ltd.|00:1b:ea
nintendo-co.,-ltd.|00:1c:be
nintendo-co.,-ltd.|00:1d:bc
nintendo-co.,-ltd.|00:1e:35
nintendo-co.,-ltd.|00:1e:a9
nintendo-co.,-ltd.|00:1f:32
nintendo-co.,-ltd.|00:1f:c5
nintendo-co.,-ltd.|00:21:47
nintendo-co.,-ltd.|00:21:bd
nintendo-co.,-ltd.|00:22:4c
nintendo-co.,-ltd.|00:22:aa
nintendo-co.,-ltd.|00:22:d7
nintendo-co.,-ltd.|00:23:31
nintendo-co.,-ltd.|00:23:cc
nintendo-co.,-ltd.|00:24:1e
nintendo-co.,-ltd.|00:24:44
nintendo-co.,-ltd.|00:24:f3
nintendo-co.,-ltd.|00:25:a0
nintendo-co.,-ltd.|00:26:59
nintendo-co.,-ltd.|00:27:09
nintendo-co.,-ltd.|2c:10:c1
nintendo-co.,-ltd.|40:f4:07
nintendo-co.,-ltd.|58:bd:a3
nintendo-co.,-ltd.|78:a2:a0
nintendo-co.,-ltd.|8c:56:c5
nintendo-co.,-ltd.|a4:5c:27
nintendo-co.,-ltd.|a4:c0:e1
nintendo-co.,-ltd.|cc:9e:00
nintendo-co.,-ltd.|d8:6b:f7
nintendo-co.,-ltd.|e0:0c:7f
nintendo-co.,-ltd.|e0:e7:51
nintendo-co.,-ltd.|e8:4e:ce
nintendo-co.,ltd.|00:09:bf
nintendo-co.,ltd.|00:19:1d
niobrara-r-&-d-corporation|00:20:bd
nippon-antenna-co.,-ltd.|00:03:69
nippon-avionics-co.,-ltd.|00:c0:06
nippon-conlux-co.,-ltd.|00:22:79
nippon-dempa-co.,ltd.|00:0c:11
nippon-denso-industry-co.,-ltd.|00:0f:fb
nippon-dentsu-co.,ltd.|00:0d:bb
nippon-electric-instrument,-inc.|00:0b:ec
nippon-koei-power-systems-co.,-ltd.|00:08:cf
nippon-signal-co.,-ltd.|00:90:28
nippon-steel-corporation|00:80:6e
nippon-systems-development-co.,-ltd.|00:03:cb
nippon-telegraph-&-telephone|00:00:d9
nippon-unisoft-corporation|00:60:5f
nir-or-israel-ltd.|00:06:b6
nisca-corporation|00:0f:13
nishi-nippon-electric-wire-&-cable-co.,ltd.|00:09:87
nishimu-electronics-industries-co.,-ltd.|00:90:01
nissei-electric-co.,-ltd.|00:30:47
nisshin-electric-co.,-ltd.|00:a0:4a
nissho-denki-co.,ltd.|00:26:6e
nissin-electric-co.,-ltd.|00:80:49
nissin-inc.|00:0d:38
nit-lab|00:12:74
nitgen-co.,-ltd|00:0b:f6
nits-technology-inc|00:15:50
nittan-company,-limited|00:16:15
nitto-tsushinki-co.,-ltd|00:10:d2
nivis-llc|00:22:ff
nivus-gmbh|00:16:29
niw-solutions|00:1f:cb
nixdorf-computer-corp.|00:e6:d3
nixdorf-computer-corporation|02:e6:d3
nixvue-systems-pte-ltd|00:0c:06
nizhny-novgorod-factory-named-after-m.frunze,-fsue-(nzif)|00:1b:50
njk-techno-co.|00:60:9a
nke-corporation|00:0c:9f
nkt-elektronik-a/s|00:a0:82
nl-ministry-of-defense|a0:41:a7
nl-technologies|54:5e:bd
nl-technology|00:14:26
nmr-corporation|9c:5b:96
nms-communications|00:20:22
nmtel-co.,-ltd.|00:07:cd
no-wires-needed-bv|00:10:91
nobell-communications,-inc.|00:03:16
node-runner,-inc.|00:02:67
nohmi-bosai-ltd.|00:24:26
nokia-corporation|00:19:2d
nokia-corporation|00:bd:3a
nokia-corporation|04:5a:95
nokia-corporation|04:a8:2a
nokia-corporation|0c:dd:ef
nokia-corporation|10:f9:ee
nokia-corporation|14:36:05
nokia-corporation|18:14:56
nokia-corporation|20:d6:07
nokia-corporation|28:d1:af
nokia-corporation|2c:d2:e7
nokia-corporation|30:38:55
nokia-corporation|3c:36:3d
nokia-corporation|3c:f7:2a
nokia-corporation|48:dc:fb
nokia-corporation|50:2d:1d
nokia-corporation|5c:57:c8
nokia-corporation|6c:9b:02
nokia-corporation|6c:a7:80
nokia-corporation|6c:e9:07
nokia-corporation|78:2e:ef
nokia-corporation|78:ca:04
nokia-corporation|80:50:1b
nokia-corporation|90:cf:15
nokia-corporation|94:00:70
nokia-corporation|94:20:53
nokia-corporation|94:3a:f0
nokia-corporation|9c:4a:7b
nokia-corporation|9c:ca:d9
nokia-corporation|a0:4e:04
nokia-corporation|a0:71:a9
nokia-corporation|a0:f4:19
nokia-corporation|a8:7b:39
nokia-corporation|a8:e0:18
nokia-corporation|ac:81:f3
nokia-corporation|ac:93:2f
nokia-corporation|b0:5c:e5
nokia-corporation|c8:97:9f
nokia-corporation|c8:df:7c
nokia-corporation|d4:5d:42
nokia-corporation|d4:c1:fc
nokia-corporation|d4:cb:af
nokia-corporation|d8:2a:7e
nokia-corporation|d8:75:33
nokia-corporation|e0:a6:70
nokia-corporation|e4:ec:10
nokia-corporation|ec:9b:5b
nokia-corporation|f4:8e:09
nokia-corporation|fc:e5:57
nokia-danmark-a/s|00:02:ee
nokia-danmark-a/s|00:0e:ed
nokia-danmark-a/s|00:11:9f
nokia-danmark-a/s|00:12:62
nokia-danmark-a/s|00:13:70
nokia-danmark-a/s|00:13:fd
nokia-danmark-a/s|00:14:a7
nokia-danmark-a/s|00:15:a0
nokia-danmark-a/s|00:15:de
nokia-danmark-a/s|00:16:4e
nokia-danmark-a/s|00:16:bc
nokia-danmark-a/s|00:17:4b
nokia-danmark-a/s|00:17:b0
nokia-danmark-a/s|00:18:0f
nokia-danmark-a/s|00:18:42
nokia-danmark-a/s|00:18:8d
nokia-danmark-a/s|00:18:c5
nokia-danmark-a/s|00:19:4f
nokia-danmark-a/s|00:19:79
nokia-danmark-a/s|00:19:b7
nokia-danmark-a/s|00:1a:16
nokia-danmark-a/s|00:1a:89
nokia-danmark-a/s|00:1a:dc
nokia-danmark-a/s|00:1b:33
nokia-danmark-a/s|00:1b:af
nokia-danmark-a/s|00:1b:ee
nokia-danmark-a/s|00:1c:35
nokia-danmark-a/s|00:1c:9a
nokia-danmark-a/s|00:1c:d4
nokia-danmark-a/s|00:1c:d6
nokia-danmark-a/s|00:1d:3b
nokia-danmark-a/s|00:1d:6e
nokia-danmark-a/s|00:1d:98
nokia-danmark-a/s|00:1d:e9
nokia-danmark-a/s|00:1d:fd
nokia-danmark-a/s|00:1e:3a
nokia-danmark-a/s|00:1e:3b
nokia-danmark-a/s|00:1e:a3
nokia-danmark-a/s|00:1e:a4
nokia-danmark-a/s|00:1f:00
nokia-danmark-a/s|00:1f:01
nokia-danmark-a/s|00:1f:5c
nokia-danmark-a/s|00:1f:5d
nokia-danmark-a/s|00:1f:de
nokia-danmark-a/s|00:1f:df
nokia-danmark-a/s|00:21:08
nokia-danmark-a/s|00:21:09
nokia-danmark-a/s|00:21:aa
nokia-danmark-a/s|00:21:ab
nokia-danmark-a/s|00:21:fc
nokia-danmark-a/s|00:21:fe
nokia-danmark-a/s|00:22:65
nokia-danmark-a/s|00:22:66
nokia-danmark-a/s|00:22:fc
nokia-danmark-a/s|00:22:fd
nokia-danmark-a/s|00:23:b4
nokia-danmark-a/s|00:24:03
nokia-danmark-a/s|00:24:04
nokia-danmark-a/s|00:24:7c
nokia-danmark-a/s|00:24:7d
nokia-danmark-a/s|00:25:47
nokia-danmark-a/s|00:25:48
nokia-danmark-a/s|00:25:cf
nokia-danmark-a/s|00:25:d0
nokia-danmark-a/s|00:26:68
nokia-danmark-a/s|00:26:69
nokia-danmark-a/s|00:26:cc
nokia-danmark-a/s|18:86:ac
nokia-danmark-a/s|34:7e:39
nokia-danmark-a/s|9c:18:74
nokia-danmark-a/s|a8:7e:33
nokia-danmark-a/s|c0:38:f9
nokia-gmbh|00:15:2a
nokia-multimedia-terminals|00:10:b3
nokia-net-product-operations|00:0b:e1
nokia-siemens-networks-gmbh-&-co.-kg|00:0f:bb
nokia-siemens-networks-gmbh-&-co.-kg.|00:40:43
nokia-wireless-business-commun|00:e0:03
nokota-communications,-llc|00:14:9b
nolan-systems|00:15:71
nomadix-inc.|00:50:e8
nome-oy|04:63:e0
nomus-comm-systems|00:22:85
nonin-medical-inc.|00:1c:05
noolix-co.,-ltd|00:26:96
norand-corporation|00:c0:b2
norcontrol-a.s.|00:c0:0b
norcott|00:22:b8
nordiag-asa|00:27:08
nordic-id-oy|00:21:ad
nordwestdeutsche-zã€hlerrevision|00:25:f3
noregon-systems,-inc|4c:14:80
noritz-corporation|00:0a:4d
normerel-systemes|00:00:11
norphonic-as|10:45:be
norscan-instruments,-ltd.|00:03:48
norsk-data-a.s.|08:00:26
nortech-international|00:14:e9
nortek-as|8c:68:78
nortel|00:13:0a
nortel|00:13:65
nortel|00:14:0d
nortel|00:14:0e
nortel|00:14:c7
nortel|00:15:40
nortel|00:15:9b
nortel|00:15:e8
nortel|00:16:60
nortel|00:16:ca
nortel|00:17:65
nortel|00:17:d1
nortel|00:18:b0
nortel|00:19:69
nortel|00:19:e1
nortel|00:1a:8f
nortel|00:1b:25
nortel|00:1b:ba
nortel|00:1c:17
nortel|00:1c:9c
nortel|00:1c:eb
nortel|00:1d:42
nortel|00:1d:af
nortel|00:1e:1f
nortel|00:1e:7e
nortel|00:1e:ca
nortel|00:1f:0a
nortel|00:1f:46
nortel|00:21:62
nortel|00:90:cf
nortel-networks|00:00:75
nortel-networks|00:01:81
nortel-networks|00:02:5f
nortel-networks|00:03:42
nortel-networks|00:03:4b
nortel-networks|00:04:38
nortel-networks|00:04:dc
nortel-networks|00:09:97
nortel-networks|00:0c:f7
nortel-networks|00:0c:f8
nortel-networks|00:0e:40
nortel-networks|00:0e:62
nortel-networks|00:0e:c0
nortel-networks|00:0f:06
nortel-networks|00:0f:6a
nortel-networks|00:0f:cd
nortel-networks|00:10:45
nortel-networks|00:11:58
nortel-networks|00:11:f9
nortel-networks|00:12:83
nortel-networks|00:1f:9a
nortel-networks|00:1f:da
nortel-networks|00:20:d8
nortel-networks|00:21:e1
nortel-networks|00:22:67
nortel-networks|00:23:0d
nortel-networks|00:24:00
nortel-networks|00:24:43
nortel-networks|00:24:7f
nortel-networks|00:24:b5
nortel-networks|00:25:c3
nortel-networks|00:60:38
nortel-networks|40:b2:c8
nortel-networks|5c:e2:86
nortel-networks|68:78:4c
nortel-networks|80:17:7d
nortel-networks|98:d8:8c
nortel-networks|a4:21:8a
nortel-networks|e0:26:36
nortel-networks|e8:05:6d
nortel-networks-broadband-access|00:90:8e
north-atlantic-industries|00:16:c6
north-hills-israel|00:40:5e
north-node-ab|00:07:2e
northdata-co.,-ltd.|00:08:71
northern-digital,-inc.|00:05:ac
northern-telecom/network|00:20:1b
northover-solutions-limited|00:0f:49
northrop-grumman-systems-corp.|00:19:8a
northstar-engineering-ltd.|00:05:34
northstar-systems-corp|00:21:dd
northwest-digital-systems,-inc|00:80:e4
northwest-signal-supply,-inc|00:25:95
not-limited,-inc.|00:90:80
notebook-development-lab.-lenovo-japan-ltd.|00:06:1b
nova-electronics,-inc.|94:c6:eb
novabase-sgps,-sa|00:07:0b
novacomm-ltda|00:1c:70
novalink-technologies,-inc.|00:60:82
novamedia-innovision-sp.-z-o.o.|04:ff:51
novanet-learning,-inc.|00:50:10
novapal-ltd|00:0a:fe
novar-gmbh|6c:70:39
novasonics|00:07:a9
novatec-corporation|00:08:af
novatec-kommunikationstechnik-gmbh|80:58:c5
novatech-process-solutions,-llc|00:90:9d
novatechnology-inc.|00:08:58
novatel-inc.|00:21:66
novatel-wireless-technologies-ltd.|00:60:d6
novatel-wireless,-inc.|00:15:ff
novatium-solutions-(p)-ltd|00:16:61
novatron-co.,-ltd.|00:17:b8
novell-inc.|00:00:1b
novell,-inc.|00:00:d8
novellco-de-mexico|00:80:c5
novelsat|ec:3b:f0
novera-optics-korea,-inc.|00:19:8b
novero-holding-b.v.|00:23:3d
novita|00:22:b5
novo-nordisk-a/s|00:14:65
novomatic-ag|00:12:df
novra-technologies-inc.|00:06:76
novtek-test-systems|00:d0:9f
novus-networks-ltd|00:80:9a
novus-produtos-eletronicos-ltda|00:26:a4
novus-security-sp.-z-o.o.|00:1b:9d
npl-pulsar-ltd.|00:18:45
npp-eliks-america-inc.-dba-t&m-atlantic|bc:8b:55
nr-electric-co.,-ltd|b4:4c:c2
nrg-systems-inc|b0:e5:0e
ns-tech-electronics-sdn-bhd|00:50:e1
nsfocus-information-technology-co.,-ltd.|64:55:7f
nsgate|00:1d:77
nsi-corporation|00:10:e4
nsm-technology-ltd.|00:05:76
nst-co.,-ltd|30:52:5a
nst-co.,ltd.|00:0f:c4
nstor-technologies,-inc.|00:0b:b5
nstreams-technologies,-inc.|d4:52:97
nt-microsystems,-inc.|00:17:1c
nt-ware-systemprg-gmbh|74:32:56
ntc-metrotek|00:21:ce
nti-ag-/-linmot|00:1a:4e
nti-comodo-inc|00:24:c0
ntp-elektronik-a/s|00:60:db
ntt-advanced-technology-corporation|00:15:8f
ntt-communications-corporation|34:ef:8b
ntt-data-comm.-systems-corp.|00:40:13
ntt-it-co.,-ltd.|00:a0:44
nttpc-communications,-inc.|00:13:5d
nuark-co.,-ltd.|00:05:15
nuclear-data-instrumentation|00:00:af
nucom-systems,-inc.|00:a0:ae
nucomm,-inc.|00:22:2b
nucsafe-inc.|00:1c:21
nudian-electron-co.,-ltd.|00:09:88
nuera-communications,-inc.|00:10:78
nueteq-technology,inc.|00:24:10
num-ag|00:1f:03
numa-technology,inc.|00:13:af
numata-corporation|00:18:e9
numatics,-inc.|00:15:24
numesa-inc.|00:0e:4d
nupon-computing-corp.|00:c0:7f
nuri-telecom-co.,-ltd.|00:0b:12
nuuo-inc.|7c:f4:29
nuvera-fuel-cells|00:13:08
nuvico|5c:69:84
nuvo-technologies-llc|00:25:ed
nuvolt|44:3d:21
nuvon,-inc|64:65:c0
nuvotech,-inc.|00:80:d6
nuvyyo-inc|50:87:b8
nv-adb-ttv-technologies-sa|00:0c:97
nv-michel-van-de-wiele|00:1a:85
nvergence,-inc.|00:0b:d5
nvidia|00:04:4b
nvision-inc.|00:d0:8e
nx-server,-ilnc.|00:10:62
nxp-semiconductors|00:60:37
nxtconect|f0:93:3a
nxtphase-t&d,-corp.|00:13:1f
nxtv,-inc.|00:03:70
nyquist-industrial-control-bv|00:0b:0f
o-net-communications(shenzhen)-limited|34:78:77
o.n.-electronic-co.,-ltd.|00:a0:dc
o'neil-product-development-inc.|00:17:ac
o'rite-technology-co.,ltd|00:0d:d5
o2-micro,-inc.|00:d0:51
o2micro,-inc.|00:12:97
oa-laboratory-co.,-ltd.|00:20:a0
oak-solutions,-ltd.|00:c0:e9
oak-technology|00:03:38
oao-"izhevskiy-radiozavod"|00:b0:33
ob-telecom-electronic-technology-co.,-ltd|0c:a4:2a
obelux-oy|08:75:72
obihai-technology,-inc.|9c:ad:ef
objective-communications,-inc.|00:10:31
objective-interface-systems|00:23:44
obr-centrum-techniki-morskiej-s.a.|00:25:fd
observator-instruments|0c:39:56
obsidian-research-corporation|00:17:77
obvius-holdings-llc|00:1e:c6
obzerv-technologies|00:0f:63
ocã©-document-technologies-gmbh|00:0d:ba
occam-networks|00:02:86
oce-printing-systems,-gmbh|00:20:84
ocean-broadband-networks|00:13:09
ocean-office-automation-ltd.|00:40:d8
ocean-optics,-inc.|00:19:8d
oceanserver-technology,-inc|b8:9a:ed
oclaro,-inc.|c4:ee:f5
ocom-communications,-inc.|cc:50:76
ocp-inc.|00:25:23
octagon-systems-corp.|00:20:0b
octalix-b.v.|00:11:b7
octasic-inc.|00:0c:90
octave-communications|00:0a:24
octel-communications-corp.|00:20:fb
octopus-systems-limited|68:ca:00
octothorpe-corp.|00:bb:01
octothorpe-corp.|02:bb:01
octtel-communication-co.,-ltd.|00:0c:2a
ocular-networks|00:04:21
ocz-technology-group|e8:3a:97
odva|00:21:6c
oem-engines|00:40:f5
oem-worldwide|00:26:17
oesolutions|00:19:3a
of-networks-co.,-ltd.|00:11:57
office-details,-inc.|00:07:b0
office-fa.com-co.,ltd.|d8:33:7f
ohkura-electric-co.,-ltd.|00:c0:2a
ohler-gmbh|00:20:19
ohm-tech-labs,-inc.|00:04:8e
ohm-technologies-intl,-llc|00:10:1c
ohsung-electronics-co.,-ltd.|14:cf:8d
oi-electric-co.,-ltd.|00:10:c1
oj-electronics-a/s|00:23:38
ojsc-"ufimskiy-zavod-"promsvyaz"|1c:bb:a8
okano-electric-co.,ltd|00:09:ae
oki-electric-industry-co.,-ltd|00:80:87
oki-electric-industry-co.,-ltd.|00:25:36
okuma-corporation|00:c0:2f
ol'e-communications,-inc.|00:30:a8
olencom-electronics|00:50:4f
oleumtech-corporation|70:82:8e
olicom-a/s|00:50:ec
olitec|00:0a:78
olive-telecommunication-pvt.-ltd|e0:e8:e8
olivetti|00:15:57
olivetti-north-america|00:00:46
olivetti-telecom-spa-(olteco)|00:aa:3c
olivetti-telecomm-spa-(olteco)|02:aa:3c
olym-tech-co.,ltd.|00:0d:b0
olympus-corporation|00:01:13
olympus-image-systems,-inc.|00:c0:d3
olympus-soft-imaging-solutions-gmbh|00:0e:31
omega-band,-inc.|00:04:f7
omega-electronics-sa|00:d0:b1
omega-elektronik-as|f0:3a:55
omicron-electronics-gmbh|20:b7:c0
omitec-instrumentation-ltd.|00:04:d7
omneality-ltd.|58:3c:c6
omneon-video-networks|00:d0:28
omnex-control-systems|00:15:ee
omni-directional-control-technology-inc.|00:06:07
omni-flow-computers,-inc.|00:30:cb
omni-wifi,-llc|00:25:e4
omnia-communications,-inc.|00:90:bd
omnibit-inc.|00:b5:d6
omnibyte-corporation|00:40:67
omnicluster-technologies,-inc.|00:03:bd
omnikey-gmbh.|00:18:9e
omnilux|00:09:32
omnima-limited|78:25:44
omniprint-inc.|c4:4b:44
omnisec-ag|00:50:02
omnisense-ltd|28:17:ce
omnisense,-llc|00:16:f1
omnitron-systems-technology,-inc.|00:06:87
omnitronics-pty-ltd|44:e4:9a
omnitronix,-inc.|00:10:a3
omntec-mfg.-inc|ec:e7:44
omron-healthcare-co.,-ltd|00:22:09
omron-tateisi-electronics-co.|00:00:0a
on-ramp-wireless,-inc.|00:25:0f
on-software-international-limited|00:19:42
onbnetech|00:26:3b
onda-communication-spa|00:24:6f
one-rf-technology|00:15:4f
one-stop-systems|00:02:25
one-world-systems,-inc.|00:90:9a
